Provider ID,HCAHPS Question,Patient Survey Star Rating
271309,Staff responsiveness - star rating,Not Available
271309,Communication about medicines - star rating,Not Available
271309,Discharge information - star rating,Not Available
271309,Care transition - star rating,Not Available
271309,Overall hospital rating - star rating,Not Available
271309,Quietness - star rating,Not Available
271309,Recommend hospital - star rating,Not Available
271310,Summary star rating,Not Available
271310,Cleanliness - star rating,Not Available
271310,Nurse communication - star rating,Not Available
271310,Doctor communication - star rating,Not Available
271310,Staff responsiveness - star rating,Not Available
271310,Communication about medicines - star rating,Not Available
271310,Discharge information - star rating,Not Available
271310,Care transition - star rating,Not Available
271310,Overall hospital rating - star rating,Not Available
271310,Quietness - star rating,Not Available
271310,Recommend hospital - star rating,Not Available
271311,Summary star rating,Not Available
271311,Cleanliness - star rating,Not Available
271311,Nurse communication - star rating,Not Available
271311,Doctor communication - star rating,Not Available
271311,Staff responsiveness - star rating,Not Available
271311,Communication about medicines - star rating,Not Available
271311,Discharge information - star rating,Not Available
271311,Care transition - star rating,Not Available
271311,Overall hospital rating - star rating,Not Available
271311,Quietness - star rating,Not Available
271311,Recommend hospital - star rating,Not Available
271312,Summary star rating,Not Available
271312,Cleanliness - star rating,Not Available
271312,Nurse communication - star rating,Not Available
271312,Doctor communication - star rating,Not Available
271312,Staff responsiveness - star rating,Not Available
271312,Communication about medicines - star rating,Not Available
271312,Discharge information - star rating,Not Available
271312,Care transition - star rating,Not Available
271312,Overall hospital rating - star rating,Not Available
271312,Quietness - star rating,Not Available
271312,Recommend hospital - star rating,Not Available
271313,Summary star rating,Not Available
271313,Cleanliness - star rating,Not Available
271313,Nurse communication - star rating,Not Available
271313,Doctor communication - star rating,Not Available
271313,Staff responsiveness - star rating,Not Available
271313,Communication about medicines - star rating,Not Available
271313,Discharge information - star rating,Not Available
271313,Care transition - star rating,Not Available
271313,Overall hospital rating - star rating,Not Available
271313,Quietness - star rating,Not Available
271313,Recommend hospital - star rating,Not Available
271314,Summary star rating,Not Available
271314,Cleanliness - star rating,Not Available
271314,Nurse communication - star rating,Not Available
271314,Doctor communication - star rating,Not Available
271314,Staff responsiveness - star rating,Not Available
271314,Communication about medicines - star rating,Not Available
271314,Discharge information - star rating,Not Available
271314,Care transition - star rating,Not Available
271314,Overall hospital rating - star rating,Not Available
271314,Quietness - star rating,Not Available
271314,Recommend hospital - star rating,Not Available
271315,Summary star rating,Not Available
271315,Cleanliness - star rating,Not Available
271315,Nurse communication - star rating,Not Available
271315,Doctor communication - star rating,Not Available
271315,Staff responsiveness - star rating,Not Available
271315,Communication about medicines - star rating,Not Available
271315,Discharge information - star rating,Not Available
271315,Care transition - star rating,Not Available
271315,Overall hospital rating - star rating,Not Available
271315,Quietness - star rating,Not Available
271315,Recommend hospital - star rating,Not Available
271316,Summary star rating,5
271316,Cleanliness - star rating,5
271316,Nurse communication - star rating,5
271316,Doctor communication - star rating,5
271316,Staff responsiveness - star rating,5
271316,Communication about medicines - star rating,5
271316,Discharge information - star rating,4
271316,Care transition - star rating,5
271316,Overall hospital rating - star rating,5
271316,Quietness - star rating,4
271316,Recommend hospital - star rating,5
271317,Summary star rating,4
271317,Cleanliness - star rating,3
271317,Nurse communication - star rating,4
271317,Doctor communication - star rating,4
271317,Staff responsiveness - star rating,4
271317,Communication about medicines - star rating,4
271317,Discharge information - star rating,2
271317,Care transition - star rating,3
271317,Overall hospital rating - star rating,4
271317,Quietness - star rating,4
271317,Recommend hospital - star rating,4
271318,Summary star rating,5
271318,Cleanliness - star rating,3
271318,Nurse communication - star rating,4
271318,Doctor communication - star rating,5
271318,Staff responsiveness - star rating,5
271318,Communication about medicines - star rating,4
271318,Discharge information - star rating,5
271318,Care transition - star rating,5
271318,Overall hospital rating - star rating,5
271318,Quietness - star rating,5
271318,Recommend hospital - star rating,4
271319,Summary star rating,Not Available
271319,Cleanliness - star rating,Not Available
271319,Nurse communication - star rating,Not Available
271319,Doctor communication - star rating,Not Available
271319,Staff responsiveness - star rating,Not Available
271319,Communication about medicines - star rating,Not Available
271319,Discharge information - star rating,Not Available
271319,Care transition - star rating,Not Available
271319,Overall hospital rating - star rating,Not Available
271319,Quietness - star rating,Not Available
271319,Recommend hospital - star rating,Not Available
271320,Summary star rating,3
271320,Cleanliness - star rating,2
271320,Nurse communication - star rating,3
271320,Doctor communication - star rating,3
271320,Staff responsiveness - star rating,5
271320,Communication about medicines - star rating,4
271320,Discharge information - star rating,2
271320,Care transition - star rating,4
271320,Overall hospital rating - star rating,3
271320,Quietness - star rating,4
271320,Recommend hospital - star rating,3
271321,Summary star rating,Not Available
271321,Cleanliness - star rating,Not Available
271321,Nurse communication - star rating,Not Available
271321,Doctor communication - star rating,Not Available
271321,Staff responsiveness - star rating,Not Available
271321,Communication about medicines - star rating,Not Available
271321,Discharge information - star rating,Not Available
271321,Care transition - star rating,Not Available
271321,Overall hospital rating - star rating,Not Available
271321,Quietness - star rating,Not Available
271321,Recommend hospital - star rating,Not Available
271322,Summary star rating,Not Available
271322,Cleanliness - star rating,Not Available
271322,Nurse communication - star rating,Not Available
271322,Doctor communication - star rating,Not Available
271322,Staff responsiveness - star rating,Not Available
271322,Communication about medicines - star rating,Not Available
271322,Discharge information - star rating,Not Available
271322,Care transition - star rating,Not Available
271322,Overall hospital rating - star rating,Not Available
271322,Quietness - star rating,Not Available
271322,Recommend hospital - star rating,Not Available
271323,Summary star rating,Not Available
271323,Cleanliness - star rating,Not Available
271323,Nurse communication - star rating,Not Available
271323,Doctor communication - star rating,Not Available
271323,Staff responsiveness - star rating,Not Available
271323,Communication about medicines - star rating,Not Available
271323,Discharge information - star rating,Not Available
271323,Care transition - star rating,Not Available
271323,Overall hospital rating - star rating,Not Available
271323,Quietness - star rating,Not Available
271323,Recommend hospital - star rating,Not Available
271324,Summary star rating,Not Available
271324,Cleanliness - star rating,Not Available
271324,Nurse communication - star rating,Not Available
271324,Doctor communication - star rating,Not Available
271324,Staff responsiveness - star rating,Not Available
271324,Communication about medicines - star rating,Not Available
271324,Discharge information - star rating,Not Available
271324,Care transition - star rating,Not Available
271324,Overall hospital rating - star rating,Not Available
271324,Quietness - star rating,Not Available
271324,Recommend hospital - star rating,Not Available
271325,Summary star rating,3
271325,Cleanliness - star rating,4
271325,Nurse communication - star rating,3
271325,Doctor communication - star rating,3
271325,Staff responsiveness - star rating,3
271325,Communication about medicines - star rating,3
271325,Discharge information - star rating,2
271325,Care transition - star rating,3
271325,Overall hospital rating - star rating,3
271325,Quietness - star rating,4
271325,Recommend hospital - star rating,3
271326,Summary star rating,Not Available
271326,Cleanliness - star rating,Not Available
271326,Nurse communication - star rating,Not Available
271326,Doctor communication - star rating,Not Available
271326,Staff responsiveness - star rating,Not Available
271326,Communication about medicines - star rating,Not Available
271326,Discharge information - star rating,Not Available
271326,Care transition - star rating,Not Available
271326,Overall hospital rating - star rating,Not Available
271326,Quietness - star rating,Not Available
271326,Recommend hospital - star rating,Not Available
271327,Summary star rating,Not Available
271327,Cleanliness - star rating,Not Available
271327,Nurse communication - star rating,Not Available
271327,Doctor communication - star rating,Not Available
271327,Staff responsiveness - star rating,Not Available
271327,Communication about medicines - star rating,Not Available
271327,Discharge information - star rating,Not Available
271327,Care transition - star rating,Not Available
271327,Overall hospital rating - star rating,Not Available
271327,Quietness - star rating,Not Available
271327,Recommend hospital - star rating,Not Available
271328,Summary star rating,Not Available
271328,Cleanliness - star rating,Not Available
271328,Nurse communication - star rating,Not Available
271328,Doctor communication - star rating,Not Available
271328,Staff responsiveness - star rating,Not Available
271328,Communication about medicines - star rating,Not Available
271328,Discharge information - star rating,Not Available
271328,Care transition - star rating,Not Available
271328,Overall hospital rating - star rating,Not Available
271328,Quietness - star rating,Not Available
271328,Recommend hospital - star rating,Not Available
271329,Summary star rating,Not Available
271329,Cleanliness - star rating,Not Available
271329,Nurse communication - star rating,Not Available
271329,Doctor communication - star rating,Not Available
271329,Staff responsiveness - star rating,Not Available
271329,Communication about medicines - star rating,Not Available
271329,Discharge information - star rating,Not Available
271329,Care transition - star rating,Not Available
271329,Overall hospital rating - star rating,Not Available
271329,Quietness - star rating,Not Available
271329,Recommend hospital - star rating,Not Available
271330,Summary star rating,Not Available
271330,Cleanliness - star rating,Not Available
271330,Nurse communication - star rating,Not Available
271330,Doctor communication - star rating,Not Available
271330,Staff responsiveness - star rating,Not Available
271330,Communication about medicines - star rating,Not Available
271330,Discharge information - star rating,Not Available
271330,Care transition - star rating,Not Available
271330,Overall hospital rating - star rating,Not Available
271330,Quietness - star rating,Not Available
271330,Recommend hospital - star rating,Not Available
271331,Summary star rating,Not Available
271331,Cleanliness - star rating,Not Available
271331,Nurse communication - star rating,Not Available
271331,Doctor communication - star rating,Not Available
271331,Staff responsiveness - star rating,Not Available
271331,Communication about medicines - star rating,Not Available
271331,Discharge information - star rating,Not Available
271331,Care transition - star rating,Not Available
271331,Overall hospital rating - star rating,Not Available
271331,Quietness - star rating,Not Available
271331,Recommend hospital - star rating,Not Available
271332,Summary star rating,2
271332,Cleanliness - star rating,3
271332,Nurse communication - star rating,3
271332,Doctor communication - star rating,2
271332,Staff responsiveness - star rating,3
271332,Communication about medicines - star rating,2
271332,Discharge information - star rating,1
271332,Care transition - star rating,2
271332,Overall hospital rating - star rating,1
271332,Quietness - star rating,3
271332,Recommend hospital - star rating,1
271333,Summary star rating,Not Available
271333,Cleanliness - star rating,Not Available
271333,Nurse communication - star rating,Not Available
271333,Doctor communication - star rating,Not Available
271333,Staff responsiveness - star rating,Not Available
271333,Communication about medicines - star rating,Not Available
271333,Discharge information - star rating,Not Available
271333,Care transition - star rating,Not Available
271333,Overall hospital rating - star rating,Not Available
271333,Quietness - star rating,Not Available
271333,Recommend hospital - star rating,Not Available
271334,Summary star rating,Not Available
271334,Cleanliness - star rating,Not Available
271334,Nurse communication - star rating,Not Available
271334,Doctor communication - star rating,Not Available
271334,Staff responsiveness - star rating,Not Available
271334,Communication about medicines - star rating,Not Available
271334,Discharge information - star rating,Not Available
271334,Care transition - star rating,Not Available
271334,Overall hospital rating - star rating,Not Available
271334,Quietness - star rating,Not Available
271334,Recommend hospital - star rating,Not Available
271335,Summary star rating,4
271335,Cleanliness - star rating,3
271335,Nurse communication - star rating,4
271335,Doctor communication - star rating,5
271335,Staff responsiveness - star rating,3
271335,Communication about medicines - star rating,4
271335,Discharge information - star rating,3
271335,Care transition - star rating,4
271335,Overall hospital rating - star rating,3
271335,Quietness - star rating,3
271335,Recommend hospital - star rating,4
271336,Summary star rating,4
271336,Cleanliness - star rating,3
271336,Nurse communication - star rating,5
271336,Doctor communication - star rating,4
271336,Staff responsiveness - star rating,5
271336,Communication about medicines - star rating,4
271336,Discharge information - star rating,3
271336,Care transition - star rating,5
271336,Overall hospital rating - star rating,5
271336,Quietness - star rating,3
271336,Recommend hospital - star rating,5
271337,Summary star rating,Not Available
271337,Cleanliness - star rating,Not Available
271337,Nurse communication - star rating,Not Available
271337,Doctor communication - star rating,Not Available
271337,Staff responsiveness - star rating,Not Available
271337,Communication about medicines - star rating,Not Available
271337,Discharge information - star rating,Not Available
271337,Care transition - star rating,Not Available
271337,Overall hospital rating - star rating,Not Available
271337,Quietness - star rating,Not Available
271337,Recommend hospital - star rating,Not Available
271338,Summary star rating,Not Available
271338,Cleanliness - star rating,Not Available
271338,Nurse communication - star rating,Not Available
271338,Doctor communication - star rating,Not Available
271338,Staff responsiveness - star rating,Not Available
271338,Communication about medicines - star rating,Not Available
271338,Discharge information - star rating,Not Available
271338,Care transition - star rating,Not Available
271338,Overall hospital rating - star rating,Not Available
271338,Quietness - star rating,Not Available
271338,Recommend hospital - star rating,Not Available
271339,Summary star rating,Not Available
271339,Cleanliness - star rating,Not Available
271339,Nurse communication - star rating,Not Available
271339,Doctor communication - star rating,Not Available
271339,Staff responsiveness - star rating,Not Available
271339,Communication about medicines - star rating,Not Available
271339,Discharge information - star rating,Not Available
271339,Care transition - star rating,Not Available
271339,Overall hospital rating - star rating,Not Available
271339,Quietness - star rating,Not Available
271339,Recommend hospital - star rating,Not Available
271340,Summary star rating,3
271340,Cleanliness - star rating,4
271340,Nurse communication - star rating,3
271340,Doctor communication - star rating,4
271340,Staff responsiveness - star rating,4
271340,Communication about medicines - star rating,3
271340,Discharge information - star rating,3
271340,Care transition - star rating,4
271340,Overall hospital rating - star rating,3
271340,Quietness - star rating,3
271340,Recommend hospital - star rating,3
271341,Summary star rating,Not Available
271341,Cleanliness - star rating,Not Available
271341,Nurse communication - star rating,Not Available
271341,Doctor communication - star rating,Not Available
271341,Staff responsiveness - star rating,Not Available
271341,Communication about medicines - star rating,Not Available
271341,Discharge information - star rating,Not Available
271341,Care transition - star rating,Not Available
271341,Overall hospital rating - star rating,Not Available
271341,Quietness - star rating,Not Available
271341,Recommend hospital - star rating,Not Available
271342,Summary star rating,Not Available
271342,Cleanliness - star rating,Not Available
271342,Nurse communication - star rating,Not Available
271342,Doctor communication - star rating,Not Available
271342,Staff responsiveness - star rating,Not Available
271342,Communication about medicines - star rating,Not Available
271342,Discharge information - star rating,Not Available
271342,Care transition - star rating,Not Available
271342,Overall hospital rating - star rating,Not Available
271342,Quietness - star rating,Not Available
271342,Recommend hospital - star rating,Not Available
271343,Summary star rating,3
271343,Cleanliness - star rating,2
271343,Nurse communication - star rating,3
271343,Doctor communication - star rating,4
271343,Staff responsiveness - star rating,3
271343,Communication about medicines - star rating,3
271343,Discharge information - star rating,3
271343,Care transition - star rating,3
271343,Overall hospital rating - star rating,2
271343,Quietness - star rating,2
271343,Recommend hospital - star rating,3
271344,Summary star rating,4
271344,Cleanliness - star rating,3
271344,Nurse communication - star rating,4
271344,Doctor communication - star rating,4
271344,Staff responsiveness - star rating,5
271344,Communication about medicines - star rating,3
271344,Discharge information - star rating,3
271344,Care transition - star rating,3
271344,Overall hospital rating - star rating,3
271344,Quietness - star rating,4
271344,Recommend hospital - star rating,3
271345,Summary star rating,4
271345,Cleanliness - star rating,3
271345,Nurse communication - star rating,4
271345,Doctor communication - star rating,4
271345,Staff responsiveness - star rating,4
271345,Communication about medicines - star rating,5
271345,Discharge information - star rating,4
271345,Care transition - star rating,4
271345,Overall hospital rating - star rating,4
271345,Quietness - star rating,4
271345,Recommend hospital - star rating,3
271346,Summary star rating,Not Available
271346,Cleanliness - star rating,Not Available
271346,Nurse communication - star rating,Not Available
271346,Doctor communication - star rating,Not Available
271346,Staff responsiveness - star rating,Not Available
271346,Communication about medicines - star rating,Not Available
271346,Discharge information - star rating,Not Available
271346,Care transition - star rating,Not Available
271346,Overall hospital rating - star rating,Not Available
271346,Quietness - star rating,Not Available
271346,Recommend hospital - star rating,Not Available
271347,Summary star rating,Not Available
271347,Cleanliness - star rating,Not Available
271347,Nurse communication - star rating,Not Available
271347,Doctor communication - star rating,Not Available
271347,Staff responsiveness - star rating,Not Available
271347,Communication about medicines - star rating,Not Available
271347,Discharge information - star rating,Not Available
271347,Care transition - star rating,Not Available
271347,Overall hospital rating - star rating,Not Available
271347,Quietness - star rating,Not Available
271347,Recommend hospital - star rating,Not Available
280003,Summary star rating,3
280003,Cleanliness - star rating,3
280003,Nurse communication - star rating,4
280003,Doctor communication - star rating,3
280003,Staff responsiveness - star rating,3
280003,Communication about medicines - star rating,3
280003,Discharge information - star rating,3
280003,Care transition - star rating,3
280003,Overall hospital rating - star rating,4
280003,Quietness - star rating,3
280003,Recommend hospital - star rating,4
280009,Summary star rating,3
280009,Cleanliness - star rating,3
280009,Nurse communication - star rating,3
280009,Doctor communication - star rating,3
280009,Staff responsiveness - star rating,2
280009,Communication about medicines - star rating,3
280009,Discharge information - star rating,4
280009,Care transition - star rating,3
280009,Overall hospital rating - star rating,3
280009,Quietness - star rating,3
280009,Recommend hospital - star rating,3
280013,Summary star rating,3
280013,Cleanliness - star rating,3
280013,Nurse communication - star rating,4
280013,Doctor communication - star rating,3
280013,Staff responsiveness - star rating,3
280013,Communication about medicines - star rating,3
280013,Discharge information - star rating,3
280013,Care transition - star rating,4
280013,Overall hospital rating - star rating,4
280013,Quietness - star rating,3
280013,Recommend hospital - star rating,4
280020,Summary star rating,3
280020,Cleanliness - star rating,2
280020,Nurse communication - star rating,3
280020,Doctor communication - star rating,3
280020,Staff responsiveness - star rating,2
280020,Communication about medicines - star rating,3
280020,Discharge information - star rating,4
280020,Care transition - star rating,4
280020,Overall hospital rating - star rating,3
280020,Quietness - star rating,3
280020,Recommend hospital - star rating,3
280023,Summary star rating,3
280023,Cleanliness - star rating,2
280023,Nurse communication - star rating,3
280023,Doctor communication - star rating,4
280023,Staff responsiveness - star rating,2
280023,Communication about medicines - star rating,3
280023,Discharge information - star rating,3
280023,Care transition - star rating,3
280023,Overall hospital rating - star rating,3
280023,Quietness - star rating,3
280023,Recommend hospital - star rating,3
280032,Summary star rating,4
280032,Cleanliness - star rating,3
280032,Nurse communication - star rating,4
280032,Doctor communication - star rating,3
280032,Staff responsiveness - star rating,4
280032,Communication about medicines - star rating,3
280032,Discharge information - star rating,4
280032,Care transition - star rating,4
280032,Overall hospital rating - star rating,4
280032,Quietness - star rating,4
280032,Recommend hospital - star rating,4
280040,Summary star rating,4
280040,Cleanliness - star rating,3
280040,Nurse communication - star rating,4
280040,Doctor communication - star rating,4
280040,Staff responsiveness - star rating,4
280040,Communication about medicines - star rating,4
280040,Discharge information - star rating,4
280040,Care transition - star rating,4
280040,Overall hospital rating - star rating,4
280040,Quietness - star rating,3
280040,Recommend hospital - star rating,5
280060,Summary star rating,3
280060,Cleanliness - star rating,2
280060,Nurse communication - star rating,3
280060,Doctor communication - star rating,3
280060,Staff responsiveness - star rating,2
280060,Communication about medicines - star rating,3
280060,Discharge information - star rating,4
280060,Care transition - star rating,3
280060,Overall hospital rating - star rating,3
280060,Quietness - star rating,3
280060,Recommend hospital - star rating,3
280061,Summary star rating,2
280061,Cleanliness - star rating,1
280061,Nurse communication - star rating,2
280061,Doctor communication - star rating,3
280061,Staff responsiveness - star rating,2
280061,Communication about medicines - star rating,3
280061,Discharge information - star rating,3
280061,Care transition - star rating,3
280061,Overall hospital rating - star rating,2
280061,Quietness - star rating,2
280061,Recommend hospital - star rating,2
280065,Summary star rating,3
280065,Cleanliness - star rating,3
280065,Nurse communication - star rating,3
280065,Doctor communication - star rating,3
280065,Staff responsiveness - star rating,3
280065,Communication about medicines - star rating,3
280065,Discharge information - star rating,3
280065,Care transition - star rating,3
280065,Overall hospital rating - star rating,3
280065,Quietness - star rating,4
280065,Recommend hospital - star rating,3
280077,Summary star rating,3
280077,Cleanliness - star rating,3
280077,Nurse communication - star rating,4
280077,Doctor communication - star rating,3
280077,Staff responsiveness - star rating,3
280077,Communication about medicines - star rating,3
280077,Discharge information - star rating,4
280077,Care transition - star rating,3
280077,Overall hospital rating - star rating,4
280077,Quietness - star rating,3
280077,Recommend hospital - star rating,3
280081,Summary star rating,3
280081,Cleanliness - star rating,3
280081,Nurse communication - star rating,2
280081,Doctor communication - star rating,3
280081,Staff responsiveness - star rating,2
280081,Communication about medicines - star rating,3
280081,Discharge information - star rating,4
280081,Care transition - star rating,3
280081,Overall hospital rating - star rating,3
280081,Quietness - star rating,3
280081,Recommend hospital - star rating,3
280105,Summary star rating,4
280105,Cleanliness - star rating,4
280105,Nurse communication - star rating,4
280105,Doctor communication - star rating,4
280105,Staff responsiveness - star rating,4
280105,Communication about medicines - star rating,3
280105,Discharge information - star rating,3
280105,Care transition - star rating,4
280105,Overall hospital rating - star rating,4
280105,Quietness - star rating,4
280105,Recommend hospital - star rating,3
280111,Summary star rating,4
280111,Cleanliness - star rating,4
280111,Nurse communication - star rating,4
280111,Doctor communication - star rating,4
280111,Staff responsiveness - star rating,5
280111,Communication about medicines - star rating,4
280111,Discharge information - star rating,4
280111,Care transition - star rating,4
280111,Overall hospital rating - star rating,4
280111,Quietness - star rating,4
280111,Recommend hospital - star rating,4
280125,Summary star rating,3
280125,Cleanliness - star rating,3
280125,Nurse communication - star rating,3
280125,Doctor communication - star rating,3
280125,Staff responsiveness - star rating,3
280125,Communication about medicines - star rating,3
280125,Discharge information - star rating,2
280125,Care transition - star rating,3
280125,Overall hospital rating - star rating,3
280125,Quietness - star rating,3
280125,Recommend hospital - star rating,3
280127,Summary star rating,5
280127,Cleanliness - star rating,4
280127,Nurse communication - star rating,5
280127,Doctor communication - star rating,4
280127,Staff responsiveness - star rating,5
280127,Communication about medicines - star rating,4
280127,Discharge information - star rating,5
280127,Care transition - star rating,5
280127,Overall hospital rating - star rating,5
280127,Quietness - star rating,5
280127,Recommend hospital - star rating,5
280128,Summary star rating,4
280128,Cleanliness - star rating,3
280128,Nurse communication - star rating,4
280128,Doctor communication - star rating,3
280128,Staff responsiveness - star rating,4
280128,Communication about medicines - star rating,3
280128,Discharge information - star rating,4
280128,Care transition - star rating,4
280128,Overall hospital rating - star rating,4
280128,Quietness - star rating,3
280128,Recommend hospital - star rating,4
280129,Summary star rating,5
280129,Cleanliness - star rating,5
280129,Nurse communication - star rating,5
280129,Doctor communication - star rating,5
280129,Staff responsiveness - star rating,5
280129,Communication about medicines - star rating,5
280129,Discharge information - star rating,5
280129,Care transition - star rating,5
280129,Overall hospital rating - star rating,5
280129,Quietness - star rating,5
280129,Recommend hospital - star rating,5
280130,Summary star rating,3
280130,Cleanliness - star rating,3
280130,Nurse communication - star rating,3
280130,Doctor communication - star rating,3
280130,Staff responsiveness - star rating,2
280130,Communication about medicines - star rating,3
280130,Discharge information - star rating,4
280130,Care transition - star rating,4
280130,Overall hospital rating - star rating,3
280130,Quietness - star rating,3
280130,Recommend hospital - star rating,3
280131,Summary star rating,5
280131,Cleanliness - star rating,4
280131,Nurse communication - star rating,5
280131,Doctor communication - star rating,5
280131,Staff responsiveness - star rating,5
280131,Communication about medicines - star rating,5
280131,Discharge information - star rating,4
280131,Care transition - star rating,5
280131,Overall hospital rating - star rating,5
280131,Quietness - star rating,5
280131,Recommend hospital - star rating,5
280132,Summary star rating,4
280132,Cleanliness - star rating,3
280132,Nurse communication - star rating,4
280132,Doctor communication - star rating,3
280132,Staff responsiveness - star rating,4
280132,Communication about medicines - star rating,3
280132,Discharge information - star rating,3
280132,Care transition - star rating,4
280132,Overall hospital rating - star rating,4
280132,Quietness - star rating,4
280132,Recommend hospital - star rating,4
280133,Summary star rating,5
280133,Cleanliness - star rating,4
280133,Nurse communication - star rating,5
280133,Doctor communication - star rating,3
280133,Staff responsiveness - star rating,5
280133,Communication about medicines - star rating,4
280133,Discharge information - star rating,5
280133,Care transition - star rating,5
280133,Overall hospital rating - star rating,5
280133,Quietness - star rating,4
280133,Recommend hospital - star rating,5
280134,Summary star rating,3
280134,Cleanliness - star rating,3
280134,Nurse communication - star rating,3
280134,Doctor communication - star rating,3
280134,Staff responsiveness - star rating,3
280134,Communication about medicines - star rating,2
280134,Discharge information - star rating,3
280134,Care transition - star rating,3
280134,Overall hospital rating - star rating,3
280134,Quietness - star rating,3
280134,Recommend hospital - star rating,4
281300,Summary star rating,Not Available
281300,Cleanliness - star rating,Not Available
281300,Nurse communication - star rating,Not Available
281300,Doctor communication - star rating,Not Available
281300,Staff responsiveness - star rating,Not Available
281300,Communication about medicines - star rating,Not Available
281300,Discharge information - star rating,Not Available
281300,Care transition - star rating,Not Available
281300,Overall hospital rating - star rating,Not Available
281300,Quietness - star rating,Not Available
281300,Recommend hospital - star rating,Not Available
281301,Summary star rating,5
281301,Cleanliness - star rating,5
281301,Nurse communication - star rating,4
281301,Doctor communication - star rating,5
281301,Staff responsiveness - star rating,5
281301,Communication about medicines - star rating,4
281301,Discharge information - star rating,4
281301,Care transition - star rating,5
281301,Overall hospital rating - star rating,5
281301,Quietness - star rating,5
281301,Recommend hospital - star rating,4
281302,Summary star rating,Not Available
281302,Cleanliness - star rating,Not Available
281302,Nurse communication - star rating,Not Available
281302,Doctor communication - star rating,Not Available
281302,Staff responsiveness - star rating,Not Available
281302,Communication about medicines - star rating,Not Available
281302,Discharge information - star rating,Not Available
281302,Care transition - star rating,Not Available
281302,Overall hospital rating - star rating,Not Available
281302,Quietness - star rating,Not Available
281302,Recommend hospital - star rating,Not Available
281303,Summary star rating,Not Available
281303,Cleanliness - star rating,Not Available
281303,Nurse communication - star rating,Not Available
281303,Doctor communication - star rating,Not Available
281303,Staff responsiveness - star rating,Not Available
281303,Communication about medicines - star rating,Not Available
281303,Discharge information - star rating,Not Available
281303,Care transition - star rating,Not Available
281303,Overall hospital rating - star rating,Not Available
281303,Quietness - star rating,Not Available
281303,Recommend hospital - star rating,Not Available
281304,Summary star rating,Not Available
281304,Cleanliness - star rating,Not Available
281304,Nurse communication - star rating,Not Available
281304,Doctor communication - star rating,Not Available
281304,Staff responsiveness - star rating,Not Available
281304,Communication about medicines - star rating,Not Available
281304,Discharge information - star rating,Not Available
281304,Care transition - star rating,Not Available
281304,Overall hospital rating - star rating,Not Available
281304,Quietness - star rating,Not Available
281304,Recommend hospital - star rating,Not Available
281305,Summary star rating,Not Available
281305,Cleanliness - star rating,Not Available
281305,Nurse communication - star rating,Not Available
281305,Doctor communication - star rating,Not Available
281305,Staff responsiveness - star rating,Not Available
281305,Communication about medicines - star rating,Not Available
281305,Discharge information - star rating,Not Available
281305,Care transition - star rating,Not Available
281305,Overall hospital rating - star rating,Not Available
281305,Quietness - star rating,Not Available
281305,Recommend hospital - star rating,Not Available
281306,Summary star rating,Not Available
281306,Cleanliness - star rating,Not Available
281306,Nurse communication - star rating,Not Available
281306,Doctor communication - star rating,Not Available
281306,Staff responsiveness - star rating,Not Available
281306,Communication about medicines - star rating,Not Available
281306,Discharge information - star rating,Not Available
281306,Care transition - star rating,Not Available
281306,Overall hospital rating - star rating,Not Available
281306,Quietness - star rating,Not Available
281306,Recommend hospital - star rating,Not Available
281307,Summary star rating,Not Available
281307,Cleanliness - star rating,Not Available
281307,Nurse communication - star rating,Not Available
281307,Doctor communication - star rating,Not Available
281307,Staff responsiveness - star rating,Not Available
281307,Communication about medicines - star rating,Not Available
281307,Discharge information - star rating,Not Available
281307,Care transition - star rating,Not Available
281307,Overall hospital rating - star rating,Not Available
281307,Quietness - star rating,Not Available
281307,Recommend hospital - star rating,Not Available
281308,Summary star rating,Not Available
281308,Cleanliness - star rating,Not Available
281308,Nurse communication - star rating,Not Available
281308,Doctor communication - star rating,Not Available
281308,Staff responsiveness - star rating,Not Available
281308,Communication about medicines - star rating,Not Available
281308,Discharge information - star rating,Not Available
281308,Care transition - star rating,Not Available
281308,Overall hospital rating - star rating,Not Available
281308,Quietness - star rating,Not Available
281308,Recommend hospital - star rating,Not Available
281309,Summary star rating,Not Available
281309,Cleanliness - star rating,Not Available
281309,Nurse communication - star rating,Not Available
281309,Doctor communication - star rating,Not Available
281309,Staff responsiveness - star rating,Not Available
281309,Communication about medicines - star rating,Not Available
281309,Discharge information - star rating,Not Available
281309,Care transition - star rating,Not Available
281309,Overall hospital rating - star rating,Not Available
281309,Quietness - star rating,Not Available
281309,Recommend hospital - star rating,Not Available
281310,Summary star rating,Not Available
281310,Cleanliness - star rating,Not Available
281310,Nurse communication - star rating,Not Available
281310,Doctor communication - star rating,Not Available
281310,Staff responsiveness - star rating,Not Available
281310,Communication about medicines - star rating,Not Available
281310,Discharge information - star rating,Not Available
281310,Care transition - star rating,Not Available
281310,Overall hospital rating - star rating,Not Available
281310,Quietness - star rating,Not Available
281310,Recommend hospital - star rating,Not Available
281311,Summary star rating,Not Available
281311,Cleanliness - star rating,Not Available
281311,Nurse communication - star rating,Not Available
281311,Doctor communication - star rating,Not Available
281311,Staff responsiveness - star rating,Not Available
281311,Communication about medicines - star rating,Not Available
281311,Discharge information - star rating,Not Available
281311,Care transition - star rating,Not Available
281311,Overall hospital rating - star rating,Not Available
281311,Quietness - star rating,Not Available
